ident,type,name,iata_code
00AA,small_airport,Aero B Ranch Airport,
00AK,small_airport,Lowell Field,
00AL,small_airport,Epps Airpark,
00AN,small_airport,Katmai Lodge Airport,
00AS,small_airport,Fulton Airport,
00AZ,small_airport,Cordes Airport,
00CA,small_airport,Goldstone (GTS) Airport,
00CL,small_airport,Williams Ag Airport,
00FA,small_airport,Grass Patch Airport,
00FL,small_airport,River Oak Airport,
00GA,small_airport,Lt World Airport,
00ID,small_airport,Delta Shores Airport,
00IG,small_airport,Goltl Airport,
00IL,small_airport,Hammer Airport,
00IS,small_airport,Hayenga's Cant Find Farms Airport,
00KS,small_airport,Hayden Farm Airport,
00KY,small_airport,Robbins Roost Airport,
00LS,small_airport,Lejeune Airport,
00MD,small_airport,Slater Field,
00MN,small_airport,Battle Lake Municipal Airport,
00MO,small_airport,Cooper Flying Service Airport,
00N,small_airport,Bucks Airport,
00NC,small_airport,North Raleigh Airport,
00NY,small_airport,Weiss Airfield,
00OK,small_airport,Gull Bay Landing Airport,
00PN,small_airport,Ferrell Field,
00S,small_airport,McKenzie Bridge State Airport,
00SC,small_airport,Flying O Airport,
00SD,small_airport,Homan Field,
00TN,small_airport,Ragsdale Road Airport,
00TS,small_airport,Alpine Range Airport,
00TT,small_airport,Nowhere Airport,
00VA,small_airport,Vaughan Airport,
00VI,small_airport,Groundhog Mountain Airport,
00W,small_airport,Lower Granite State Airport,
00WA,small_airport,Howell Airport,
00WI,small_airport,Northern Lite Airport,
00WN,small_airport,Hawks Run Airport,
00WV,small_airport,Lazy J. Aerodrome,
01A,small_airport,Purkeypile Airport,
01AL,small_airport,Ware Island Airport,
01AN,small_airport,McHone Heights Airport,
01CL,small_airport,Swansboro Country Airport,
01FA,small_airport,Rybolt Ranch Airport,
01FL,small_airport,Cedar Knoll Flying Ranch Airport,
01GE,small_airport,The Farm Airport,
01IA,small_airport,Stender Airport,
01ID,small_airport,Lava Hot Springs Airport,
01II,small_airport,Myers Field,
01IS,small_airport,William E. Koenig Airport,
01J,small_airport,Hilliard Airpark,
01K,small_airport,Caldwell Municipal Airport,
01KS,small_airport,Flying N Ranch Airport,
01LA,small_airport,Barham Airport,
01LL,small_airport,Schumaier Restricted Landing Area,
01LS,small_airport,Country Breeze Airport,
01MT,small_airport,Crystal Lakes Resort Airport,
01NC,small_airport,Topsail Airpark,
01NH,small_airport,Moore Airfield,
01NM,small_airport,Champion Ranch Airport,
01NV,small_airport,Lantana Ranch Airport,
01OL,small_airport,Spring Creek Ranch East Airport,
01PN,small_airport,Bierly(Personal Use) Airport,
01PS,small_airport,Nort's Resort Airport,
01SC,small_airport,York Airport,
01TE,small_airport,Smith Field,
01TN,small_airport,Colonial Air Park,
01U,small_airport,Duckwater Airport,
01UT,small_airport,La Sal Junction Airport,
01VA,small_airport,Pickles Airport,
01WI,small_airport,Prehn Cranberry Company Airport,
01WY,small_airport,Keyhole Airport,
02AA,small_airport,Barefoot Airport,
02AK,small_airport,Rustic Wilderness Airport,
02AL,small_airport,Bass Field,
02CD,small_airport,Shannon Field,
02CL,small_airport,Conover Air Lodge Airport,
02CO,small_airport,Mc Cullough Airport,
02FA,small_airport,Osborn Airfield,
02FD,small_airport,Triple R Ranch Airport,
02GA,small_airport,Doug Bolton Field,
02GE,small_airport,Etowah Fields Airport,
02ID,small_airport,Morgan Ranch Airport,
02II,small_airport,King Ultralightport,
02IN,small_airport,Diamond P. Field,
02KS,small_airport,Jmj Landing Airport,
02MD,small_airport,Garner Field,
02ME,small_airport,Nadeau's Airfield,
02MI,small_airport,Fairplains Airpark,
02MO,small_airport,Troy Airpark,
02MS,small_airport,Watts Field,
02NE,small_airport,Benes Service Airport,
02NV,small_airport,Paiute Meadows Airport,
02OH,small_airport,Zimmerman Airport,
02OI,small_airport,Murtha Airport,
02OR,small_airport,Rowena Dell Airport,
02PR,small_airport,Cuylers Airport,
02SC,small_airport,Harpers Airport,
02T,small_airport,Wise River Airport,
02TN,small_airport,Ellis Field,
02UT,small_airport,Lucin Airport,
02VA,small_airport,The Greenhouse Airport,
02WA,small_airport,Cawleys South Prairie Airport,
02WI,small_airport,Beer Airport,
02WN,small_airport,Fowler Field,
02XA,small_airport,JLS Farms Airport,
03AZ,small_airport,Thompson International Aviation Airport,
03CO,small_airport,Kugel-Strong Airport,
03FA,small_airport,Lake Persimmon Airstrip,
03GA,small_airport,HIA Airport,
03ID,small_airport,Flying Y Ranch Airport,
03II,small_airport,Davis Field Ultralightport,
03IL,small_airport,Wix Airport,
03IN,small_airport,Heinzman Airport,
03KY,small_airport,Flying H Farms Airport,
03MA,small_airport,Hadley Airport,
03ME,small_airport,Maple Ridge Airport,
03MN,small_airport,Nauerth Land Ranch Airport,
03MT,small_airport,Cascade Field,
03MU,small_airport,McDonnell Airport,
03N,small_airport,Utirik Airport,UTK
03NC,small_airport,Pilots Ridge Airport,
03ND,small_airport,Olafson Brothers Airport,
03NE,small_airport,Hyde Ranch Airport,
03NV,small_airport,Llama Ranch Airport,
03NY,small_airport,Talmage Field,
03OH,small_airport,Gibbs Field,
03OK,small_airport,Sahoma Lake Airport,
03OL,small_airport,Bluebird Airport,
03OR,small_airport,Powwatka Ridge Airport,
03PR,small_airport,Sun View Field Airport,
03S,small_airport,Sandy River Airport,
03TE,small_airport,Barronena Ranch Airport,
03TT,small_airport,Brazos Polo Airport,
03UT,small_airport,AZ Minerals Corporation Airport,
03WA,small_airport,Spangle Field,
03WN,small_airport,Aerostone Ranch Airport,
03XS,small_airport,Creekside Airport,
04AA,small_airport,Flying W Ranch Airport,
04AN,small_airport,North 40 Airport,
04CA,small_airport,Gray Butte Field,
04CL,small_airport,Hunt's Sky Ranch Airport,
04FA,small_airport,Richards Field,
04FL,small_airport,Cross Creek Farms Airport,
04I,small_airport,Columbus Southwest Airport,
04IA,small_airport,Middlekoop Airport,
04ID,small_airport,Lanham Field,
04IL,small_airport,Schertz Aerial Service - Hudson Airport,
04IS,small_airport,Van Gorder Airport,
04KY,small_airport,Natchez Trace Farm Airport,
04MA,small_airport,Goddard Field,
04ME,small_airport,Beech Hill Airport,
04MI,small_airport,Rapids Airway Airport,
04MN,small_airport,Helblad Airport,
04MS,small_airport,Nick's Flying Service Inc Airport,
04MT,small_airport,Pluhar Airport,
04NE,small_airport,Mc Connell Field Airport,
04NJ,small_airport,Emmanuel Airport,
04NV,small_airport,Kingston Ranch Airport,
04NY,small_airport,Klaverack Airport,
04OR,small_airport,Collins Landing Strip,
04TN,small_airport,Hensley Airpark,
04TT,small_airport,4D Ranch Airport,
04TX,small_airport,Pocock Airport,
04UT,small_airport,Navajo Mountain Airport,
04V,small_airport,Saguache Municipal Airport,
04VG,small_airport,Manquin Flight Park Ultralightport,
04VT,small_airport,Lightning Bolt Field Airport,
04W,small_airport,Field of Dreams Airport,
04WA,small_airport,Ox Meadows Airport,
04WI,small_airport,Dutch Gap Airstrip,
04WN,small_airport,Stillwater Creek Airport,
04XA,small_airport,Pecan Field,
05AK,small_airport,Wasilla Creek Airpark,
05AN,small_airport,Wetons Aerodrome,
05AR,small_airport,Ozark Skies Airpark,
05CL,small_airport,Pope Valley Airport,
05CO,small_airport,Rancho de Aereo Airport,
05FA,small_airport,Melanie's Airport,
05FL,small_airport,Charlton Strip,
05GA,small_airport,Raju Airport,
05IA,small_airport,Spotts Field,
05ID,small_airport,Running Creek Ranch Airport,
05IL,small_airport,Classic Landings Airport,
05IN,small_airport,Cooper Airport,
05IS,small_airport,Hardy Airport,
05KS,small_airport,Darbro Field,
05KT,small_airport,High Point Farm Airport,
05KY,small_airport,Cartersville Airport,
05LA,small_airport,Greg's Flying Service Airport,
05LS,small_airport,Grass Roots Airport,
05MD,small_airport,Breezecroft Airport,
05ME,small_airport,Drisko Airport,
05MT,small_airport,Jones Landing Airport,
05NE,small_airport,Mc Kay Airport,
05NV,small_airport,Baker Ranches Airport,
05OH,small_airport,Eaglecrest Field,
05OI,small_airport,Dorlon Airpark,
05OR,small_airport,Peacock Ranch Airport,
05PS,small_airport,Mills Brothers Airport,
05S,small_airport,Vernonia Airfield,
05TA,small_airport,Brandes Air Field,
05TE,small_airport,Hilde-Griff Field,
05TS,small_airport,Dew Drop Airport,
05TX,small_airport,Circle A Ranch Airport,
05V,small_airport,Blanca Airport,
05VA,small_airport,Providence Airport,
05WI,small_airport,Ames Private Airport,
05WN,small_airport,Flat Creek Field,
05XS,small_airport,Johnson Memorial Airport,
05Y,small_airport,Henning Municipal Airport,
06AA,small_airport,Twisted Sisters Airport,
06AK,small_airport,June Lake Airpark,
06AR,small_airport,Bondair Airport,
06CO,small_airport,Jecan Airport,
06FA,small_airport,William P Gwinn Airport,
06FD,small_airport,Grass Roots Airpark,
06IA,small_airport,Rich Field,
06ID,small_airport,Larkin Airport,
06IL,small_airport,Humm Airport,
06IS,small_airport,Sinele Strip,
06MO,small_airport,Noahs Ark Airport,
06MT,small_airport,Torgerson Airport,
06N,small_airport,Randall Airport,
06NC,small_airport,Tailwinds Airport,
06ND,small_airport,Fitterer's Strip,
06NH,small_airport,Cole Farm Airport,
06NV,small_airport,Silver Creek Airport,
06NY,small_airport,Murphy Field,
06OH,small_airport,Hal Joy Airfield,
06OI,small_airport,Green Acres Airport,
06OR,small_airport,Hayden Mountain Airport,
06PA,small_airport,Freefall Oz Airport,
06TA,small_airport,Glaser Field,
06TE,small_airport,Ainsworth Airport,
06TN,small_airport,Hunter STOLport,
06TT,small_airport,6 Mile Airpark,
06TX,small_airport,Diamond N Ranch Airport,
06VA,small_airport,Mount Horeb Field,
06WN,small_airport,Western Airpark,
06XA,small_airport,J & W Windy Hill Airport,
06XS,small_airport,Campbell Field,
06Y,small_airport,Herman Municipal Airport,
07AA,small_airport,Pan Lake Strip Airport,
07AN,small_airport,Bro Majors Airfield,
07AR,small_airport,Morrilton Airport,
07B,small_airport,Blue Hill Airport,
07CL,small_airport,Richvale Airport,
07CO,small_airport,Comanche Creek Airport,
07FA,small_airport,Ocean Reef Club Airport,OCA
07GA,small_airport,Alcovy Airport,
07GE,small_airport,Pope Pate Field,
07IA,small_airport,Hoskins Landing,
07IN,small_airport,Gray Airport,
07K,small_airport,Central City Municipal - Larry Reineke Field,
07KS,small_airport,Heape Field,
07KY,small_airport,Blue Lick Airport,
07MD,small_airport,Baugher's Orchard Airport,
07MI,small_airport,Scott Airstrip,
07MN,small_airport,Dairyview Airport,
07MO,small_airport,Lake Sexton Airport,
07MT,small_airport,Glasgow Industrial Airport,
07N,small_airport,Bermudian Valley Airpark,
07NC,small_airport,Hawks Meadow Airport,
07NV,small_airport,Border Line Farm Airport,
07OK,small_airport,Pleasant Valley Airport,
07OR,small_airport,Bruce's Airport,
07PN,small_airport,Folmar Airport,
07SN,small_airport,Churchill Airport,
07TA,small_airport,Salaika Aviation Airport,
07TE,small_airport,Cuddihy Field,
07TN,small_airport,Corntassel Airport,
07TS,small_airport,Cross-Country Estates Airport,
07UT,small_airport,E Northrop Grumman Airport,
07VA,small_airport,Alpha Hotel Airport,
07VT,small_airport,Meadow STOLport,
07WY,small_airport,Stallions Airport,
07Y,small_airport,Hill City-Quadna Mountain Airport,
08AK,small_airport,Fisher Airport,
08B,small_airport,Merrymeeting Field,
08CL,small_airport,Kistler Ranch Airport,
08CO,small_airport,Terra Firma Airport,
08F,small_airport,City of Coalgate Airport,
08FA,small_airport,Duda Airstrip,
08FD,small_airport,Sunniland Ranch Airport,
08FL,small_airport,J. H. Hendrie Farms Airport,
08GA,small_airport,Sapelo Island Airport,
08ID,small_airport,Symms Airport,
08IS,small_airport,Hemmer RLA Restricted Landing Area,
08KS,small_airport,Alderson Airport,
08KY,small_airport,Boss Airport,
08LL,small_airport,Sauer Airport,
08LS,small_airport,Aeleron Airport,
08MA,small_airport,Wormid Airport,
08ME,small_airport,Lindbergh Airport,
08MO,small_airport,Twin Oaks Airport,
08MS,small_airport,Williams Field,
08MT,small_airport,Matovich Airport,
08N,small_airport,Keller Brothers Airport,
08NC,small_airport,Whiteheart Farm Airport,
08ND,small_airport,Brecht Strip,
08NE,small_airport,Laurel Municipal Airport,
08NR,small_airport,Bell Mountain Airport,
08NY,small_airport,Md1 Airport,
08OH,small_airport,Kenley Airport,
08OK,small_airport,Parks Airport,
08OL,small_airport,Broken B Airport,
08OR,small_airport,Saxon Sycan Airport,
08R,small_airport,Richmond Airport,
08TN,small_airport,PTC Airport,
08TT,small_airport,LZ Tango Charlie Airport,
08TX,small_airport,Cross Wind Airport,
08U,small_airport,Stevens-Crosby Airport,
08VA,small_airport,Springwood Airstrip,
08XA,small_airport,Knolle Ranch Airport,
08XS,small_airport,Peterson Airport,
09AK,small_airport,West Beaver Airport,
09AZ,small_airport,Stronghold Airport,
09CL,small_airport,Alta Sierra Airport,
09CO,small_airport,Cottonwood Field,
09FA,small_airport,Placid Lakes Airport,
09FD,small_airport,Cheryl-Lane Landings Airport,
09GA,small_airport,Sunbelt Strip,
09IA,small_airport,Skydive Iowa Airport,
09ID,small_airport,Taylor Ranch Landing Area Airport,
09II,small_airport,Gibbons Field,
09IN,small_airport,Gordon Airport,
09KS,small_airport,Coffman Airport,
09LL,small_airport,Pine Hill Airport,
09MA,small_airport,Kallander Field,
09ME,small_airport,Perrotti Skyranch Airfield,
09MO,small_airport,Hogue Farm Airport,
09N,small_airport,Airhaven Airport,
09NC,small_airport,William Irving Lewis Airport,
09NE,small_airport,Summer Hill Farm Airport,
09NR,small_airport,Dakota Air Ranch Airport,
09OK,small_airport,Ragtime Aerodrome,
09PA,small_airport,Eagle Field,
09S,small_airport,Sullivan Lake State Airport,
09TA,small_airport,Lazy G Bar Ranch Airport,
09TE,small_airport,Running M Ranch Airport,
09TS,small_airport,Pitcock Rosillos Mountain Ranch Airport,
09TX,small_airport,Smokey Mountain Ranch Airport,
09VA,small_airport,Alum Ridge STOLport,
09WI,small_airport,Parkway Farm Strip,
0AA7,small_airport,Kalifornsky Meadows Airport,
0AK,small_airport,Pilot Station Airport,PQS
0AK0,small_airport,Scotts Airport,
0AK1,small_airport,Anderson Lake Airport,
0AK2,small_airport,Yentna Bend Strip,
0AK3,small_airport,Parker Lake Airport,
0AK5,small_airport,Young Creek Airport,
0AK6,small_airport,Victory Airport,
0AK7,small_airport,Bradley Lake Hydroelectric Project Airstrip,
0AK9,small_airport,Falcon Lake Strip,
0AL1,small_airport,Resort Airport,
0AL5,small_airport,Flomaton Airport,
0AL9,small_airport,Wilson Creek Airport,
0AR2,small_airport,Mission Field-Marotti Memorial Airport,
0AZ2,small_airport,Western Sky Airport,
0AZ4,small_airport,Flying Bucket Ranch Airport,
0AZ5,small_airport,Castle Well Airport,
0B2,small_airport,Brewer Airport,
0B7,small_airport,Warren-Sugarbush Airport,
0C1,small_airport,Triple R Airport,
0C2,small_airport,Hinckley Airport,
0C5,small_airport,Canadian Lakes Airport,
0C7,small_airport,Grandpas' Farm Mendota Airport,
0C8,small_airport,Cushing Field Ltd Airport,
0CA3,small_airport,Crawford Airport,
0CA4,small_airport,Shepherd Farm Airport,
0CA5,small_airport,Hoffman Private Airport,
0CA6,small_airport,Emory Ranch Airport,
0CA9,small_airport,Blech Ranch Airport,
0CD2,small_airport,Foxx Valley Airport,
0CD5,small_airport,Piñon Canyon Airport,
0CD7,small_airport,Fox Hole Airport,
0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,
0CL1,small_airport,Krey Field Airport,
0CL3,small_airport,John Nichols Field Airport,
0CL6,small_airport,Bohunk's Airpark,
0CL8,small_airport,Tera Ultralightport,
0CN1,small_airport,Fiorini Ranch Airport,
0CN2,small_airport,Sutter Butte Dusters Airport,
0CO1,small_airport,Dave's Airport,
0CO2,small_airport,Crested Butte Airpark,CSE
0CO6,small_airport,Flying M & M Ranch Airport,
0CO8,small_airport,Cartwheel Airport,
0CO9,small_airport,Van Treese Airport,
0D7,small_airport,Ada Airport,
0D9,small_airport,Air Park North,
0E9,small_airport,Corydon Airport,
0FA1,small_airport,Ott's Landing Airport,
0FD0,small_airport,The 2A Ranch Airport,
0FD3,small_airport,Dugger Field,
0FD5,small_airport,Breezy Knoll Airport,
0FD9,small_airport,Joy Farms Airport,
0FL0,small_airport,Harper's Fly-In Ranch Airport,
0FL6,small_airport,Stanchester Airport,
0FL9,small_airport,Mc Daniel Ranch Inc. Airport,
0G0,small_airport,North Buffalo Suburban Airport,
0GA0,small_airport,Halls Flying Ranch Airport,
0GA1,small_airport,Mustang Field,
0GA2,small_airport,"Airnautique, Inc. Airport",
0GA3,small_airport,Ayresouth Airport,
0GA4,small_airport,Paradise Falls Airport,
0GA6,small_airport,Sunset Strip,
0GA8,small_airport,Paso Fino Farm Airport,
0GA9,small_airport,Roberta Industrial Park Airport,
0GE0,small_airport,Pinewood Airport,
0GE1,small_airport,Crystal Lake Airpark,
0GE3,small_airport,Lookout Mountain Airport,
0GE4,small_airport,Pecan Patch Airstrip,
0GE5,small_airport,Mountain Airpark,
0GE7,small_airport,Carpenter Airport,
0GE9,small_airport,Pegasus Ranch Airport,
0H7,small_airport,Kahoka Municipal Airport,
0I2,small_airport,Brazil Clay County Airport,
0IA4,small_airport,Sharar Field,
0IA5,small_airport,Moore Private Airport,
0IA8,small_airport,Hannen Airport,
0ID0,small_airport,South Fork Ranch Airport,
0ID1,small_airport,Ziggy's Airport,
0ID2,small_airport,Flying Joseph Ranch Airport,
0ID3,small_airport,Coyote Run Airport,
0ID4,small_airport,Black Butte Ranch Airport,
0ID5,small_airport,Ez Lope Ranch Airport,
0ID7,small_airport,Z X Ranch Airport,
0ID8,small_airport,Pinnacle Airport,
0ID9,small_airport,Corral Creek Airport,
0II0,small_airport,Chuck's Airport,
0II2,small_airport,Creighton Airport,
0II5,small_airport,Marshall Field,
0II7,small_airport,Frost Field,
0II8,small_airport,Sutton's Field,
0II9,small_airport,Winters Airport,
0IL2,small_airport,Griffin Airport,
0IL7,small_airport,Davis Restricted Landing Area,
0IL8,small_airport,Walter Airport,
0IL9,small_airport,Jack W Watson Airport,
0IN1,small_airport,Snider Field,
0IN2,small_airport,The Lazy K Airport,
0IN4,small_airport,Air Park Field,
0IN5,small_airport,Byrne Field,
0IN9,small_airport,Parrish Airport,
0IS3,small_airport,Cady Aerial Restricted Landing Area,
0J0,small_airport,Abbeville Municipal Airport,
0J8,small_airport,Flying Ten Airport,
0K6,small_airport,Dobie's Airport,
0KS0,small_airport,J V Ranch Airport,
0KS4,small_airport,Norris Airport,
0KS5,small_airport,Oasis Aerodrome,
0KS7,small_airport,Mono Aircraft Airport,
0KS8,small_airport,Pearce Field,
0KS9,small_airport,Lmn 120 Airport,
0KY0,small_airport,Owen Air Park,
0KY1,small_airport,Arnemann Farms Airport,
0KY4,small_airport,Cambron Field,
0KY5,small_airport,Boyce Wafer Farm Airport,
0KY7,small_airport,Clinton-Hickman County Airport,
0L4,small_airport,Lida Junction Airport,
0L5,small_airport,Goldfield Airport,
0LA1,small_airport,Double H Ranch Airport,
0LA3,small_airport,Belcher Airpatch Airport,
0LA9,small_airport,Rebel Field,
0LL0,small_airport,Kaufield Airport,
0LL1,small_airport,Jerseyville Aviation Inc Airport,
0LL2,small_airport,Murk's Strip,
0LL3,small_airport,Koenig Airport,
0LL4,small_airport,Flaherty Field,
0LL5,small_airport,Busboom RLA Restricted Landing Area,
0LL6,small_airport,Gord Airport,
0LS0,small_airport,Theriot Field,
0LS5,small_airport,Trahan Ultralightport,
0LS6,small_airport,Dufour Airport,
0LS7,small_airport,Morgan Field,
0LS8,small_airport,Lonesome Dove Airfield,
0LS9,small_airport,Huenefeld Airport,
0MD1,small_airport,Taylor Field,
0MD2,small_airport,Squier Landing Airport,
0MD4,small_airport,Pond View Private Airport,
0MD6,small_airport,Walters Airport,
0ME4,small_airport,Peasley Field,
0MI1,small_airport,Sugar Springs Airpark,
0MI3,small_airport,Kelleys Airport,
0MI4,small_airport,Lesterson-Dempsey Airstrip,
0MI6,small_airport,Young's Airport,
0MI8,small_airport,Twin Lakes Airport,
0MN6,small_airport,Matson Field,
0MO0,small_airport,Ferros Ranch-Aero Airport,
0MO1,small_airport,Flying G Airport,
0MO2,small_airport,Short-N-Ruff Airport,
0MO5,small_airport,Joe D Lewis Airport,
0MO8,small_airport,Sloan's Airport,
0MS0,small_airport,Topton Air Estates Airport,
0MS2,small_airport,Morgan Field,
0MS8,small_airport,Catfish Point Airport,
0MS9,small_airport,Shenandoah Valley Farms Airport,
0MT1,small_airport,Williams Field,
0MT4,small_airport,Kimp Airport,
0MT5,small_airport,Cottonwood Airport,
0MT6,small_airport,Hanson Airport,
0MT7,small_airport,Pinehurst Ranch Airport,
0MT9,small_airport,Lone Hawk Airport,
0MU0,small_airport,Eagle Field,
0MU1,small_airport,Sunderland Airport,
0MU4,small_airport,Slaughter Airport,
0MU7,small_airport,Lambs Field,
0MU8,small_airport,Prince STOLport,
0MU9,small_airport,RPM Airport,
0N0,small_airport,Roosterville Airport,
0N4,small_airport,Chandelle Airport,
0N6,small_airport,Albanna Aviation Airport,
0NA1,small_airport,Goerger Airport,
0NA5,small_airport,Sorlie Airport,
0NA9,small_airport,Boyd's Turf Airport,
0NC7,small_airport,Lindsay Airport,
0NC8,small_airport,Flying S Ranch Airport,
0ND0,small_airport,Gilbertson Field,
0ND6,small_airport,Schumacher Strip,
0ND7,small_airport,Saville Private Airport,
0NE0,small_airport,Merrihew Airport,
0NE1,small_airport,Runner Landing Area Airport,
0NE5,small_airport,Newman Airport,
0NE6,small_airport,Frager Field,
0NJ5,small_airport,Fla-Net Airport,
0NJ6,small_airport,Dix Field,
0NK0,small_airport,Berdick Field,
0NK1,small_airport,Spring Brook Airport,
0NK2,small_airport,Westwind Farm Airport,
0NK3,small_airport,Seven Gullies Airport,
0NK6,small_airport,Lapeer Flyer Airport,
0NM0,small_airport,Columbus Airport,
0NM7,small_airport,Negrito Airstrip,
0NY0,small_airport,Bennetts Airport,
0NY1,small_airport,Russell Field,
0NY3,small_airport,Kermizian Airport,
0NY7,small_airport,Murphys Landing Strip,
0NY8,small_airport,Wenskoski Field,
0O4,small_airport,Corning Municipal Airport,
0O9,small_airport,Ward Field,
0OH6,small_airport,Fry Field,
0OH7,small_airport,Apple Airport,
0OH8,small_airport,Fry Airport,
0OI2,small_airport,Unger Field,
0OI3,small_airport,Galloway Airport,
0OI6,small_airport,Victor's Landing Airport,
0OI9,small_airport,Hidden Quarry Airport,
0OK1,small_airport,Mckey Airport,
0OK3,small_airport,McKinley Ranch Airport,
0OK4,small_airport,Rock Creek Farm Airport,
0OK5,small_airport,Chappell Airport,
0OK6,small_airport,Ellis/Harvey Airport,
0OK9,small_airport,Crystal Airport,
0OR3,small_airport,Long Ranch Airport,
0OR6,small_airport,Rome Service Airport,
0OR7,small_airport,Marr Field,
0OR8,small_airport,Sutton on Rogue Airport,
0OR9,small_airport,Hanel Field,
0P1,small_airport,Van Pak Airport,
0P2,small_airport,Shoestring Aviation Airfield,
0PA0,small_airport,Philadelphia Gliderport,
0PA2,small_airport,Haunstein Ultralightport,
0PA3,small_airport,Robbins Farm Airport,
0PA4,small_airport,Ecko Field,
0PA5,small_airport,Fisher Airport,
0PA6,small_airport,Hostetler Airport,
0PN0,small_airport,Fletcher Airport,
0PN2,small_airport,Flying Acres Airport,
0PN4,small_airport,Kitner Airport,
0PN5,small_airport,Nichols Airport,
0PN6,small_airport,Memmi Airport,
0PN7,small_airport,Drillmore Acres Airport,
0PN8,small_airport,Shriver Airport,
0PS0,small_airport,Frederick Airpark,
0PS3,small_airport,Carsonville Airport,
0PS4,small_airport,Old Orchard Airport,
0PS7,small_airport,Harman Airport,
0Q3,small_airport,Sonoma Valley Airport,
0Q4,small_airport,Selma Airport,
0Q9,small_airport,Sonoma Skypark Airport,
0R2,small_airport,Lincoln Municipal Airport,
0R7,small_airport,The Red River Airport,
0R9,small_airport,Plainville Airpark,
0S1,small_airport,Meadow Creek USFS Airport,
0S5,small_airport,Nezperce Municipal Airport,
0SD0,small_airport,Lenling Airport,
0SD1,small_airport,Lodi Airport,
0SD3,small_airport,Bledsoe Ranch Airport,
0SD6,small_airport,Oasis Ranch Airport,
0SD7,small_airport,Porch Ranch Airport,
0SD8,small_airport,Juhnke Airport,
0TA2,small_airport,Smith Farms Airport,
0TA4,small_airport,Erco Field,
0TA7,small_airport,Alta Vista Ranch Airport,
0TE0,small_airport,Robertson Ranch Airport,
0TE4,small_airport,Hilltop Lakes Airport,
0TE5,small_airport,Santa Maria Ranch Airport,
0TE6,small_airport,Gorman Airport,
0TE7,small_airport,LBJ Ranch Airport,JCY
0TN0,small_airport,R & S Buzzard Airport,
0TN2,small_airport,Village Airport,
0TN5,small_airport,McDonald Airport,
0TN6,small_airport,Riner Farm Airport,
0TS1,small_airport,Dooley Airport,
0TS4,small_airport,Ullrich Airport,
0TS5,small_airport,Lake Bay Gall Airport,
0TS7,small_airport,Flying U Airport,
0TS8,small_airport,Flying 'K' Ranch Ultralightport,
0TX0,small_airport,Nassau Bay Airport,
0TX1,small_airport,Pecan Plantation Airport,
0TX6,small_airport,Elm Creek Airpark,
0TX9,small_airport,Card Aerodrome,
0U0,small_airport,Landmark US Forest Service Airport,
0U1,small_airport,Warm Springs Creek Airport,
0U2,small_airport,Copper Basin Airport,
0U3,small_airport,Mahoney Creek US Forest Service Airport,
0U7,small_airport,Hollow Top Airport,
0U8,small_airport,May Airport,
0U9,small_airport,Lee Williams Memorial Airport,
0VA1,small_airport,Johnson Fox Field,
0VA2,small_airport,Riverwood Airport,
0VA3,small_airport,Hunt Airport,
0VA4,small_airport,Worley Field,
0VA7,small_airport,Flatrock Air Strip,
0VA8,small_airport,Jayarz Airport,
0VA9,small_airport,Handy Strip,
0VI1,small_airport,Brooklyn Airport,
0WA1,small_airport,Dwight Field,
0WA2,small_airport,Curtis Airport,
0WI1,small_airport,Mort's Landing Airport,
0WI2,small_airport,Doering Farms Airfield,
0WI4,small_airport,Snow Crest Ranch Airport,
0WI5,small_airport,Crash In International Airport,
0WI6,small_airport,Simandl Field/Private Airport,
0WI7,small_airport,With Wings And A Halo Airport,
0WI8,small_airport,Oconomowoc Airport,
0WI9,small_airport,Mc Manus Hoonch-Na-Shee-Kaw Airport,
0WN0,small_airport,Rucilla's Roost Airport,
0WN1,small_airport,Shangri-La Airport,
0WN2,small_airport,Coopers Landing Airport,
0WN5,small_airport,Potts Field,
0WS7,small_airport,Rockdale Airport,
0WY0,small_airport,Freedom Air Ranch Airport,
0WY1,small_airport,Dorsey Creek Ranch Airport,
0XA4,small_airport,Seven Cs Ranch Airport,
0XA5,small_airport,74 Ranch Airport,
0XA7,small_airport,Bar 3 Ranch Airport,
0XS0,small_airport,Diamond H Ranch Airport,
0XS1,small_airport,Rodgers Roost Airport,
0XS2,small_airport,John Fields Ranch Airport,
0XS6,small_airport,Lakeside Beach Airport,
0XS7,small_airport,Anacacho Ranch Airport,
0XS8,small_airport,Dunbar Ranch Airport,
0XS9,small_airport,French Field,
0Y4,small_airport,Lambert Fechter Municipal Airport,
0Y6,small_airport,Lake Mills Municipal Airport,
10AK,small_airport,Hunt Strip,
10AZ,small_airport,Pierce Airport,
10D,small_airport,Winsted Municipal Airport,
10F,small_airport,Rosser Ranch Airport,
10FA,small_airport,Flying Baron Estates Airport,
10FD,small_airport,Seven Feathers Airport,
10GA,small_airport,Beaverbrook Aerodrome,
10IA,small_airport,Flyers Airport,
10ID,small_airport,Flat Top Airstrip,
10LA,small_airport,Industrial Helicopters Inc. Airport,
10MT,small_airport,Hoolie Airport,
10NC,small_airport,Johnston Farm Airport,
10ND,small_airport,Smith Strip,
10OH,small_airport,Zoellner Airport,
10OK,small_airport,Hickory Hills Airport,
10TN,small_airport,Flatwood Field,
10VA,small_airport,Nashs Airport,
